cv-folds,dataset,estimator,omics,train_accuracy,test_accuracy,fss_nogueira,avg_features,all_features,runs
5,BLCA,CPL_f10,__ALL__,0.76613807635987,0.7311802232854865,0.5689295260780156,11.666666666666666,100451,15
5,BLCA,CPL_f25,__ALL__,0.8285324475874138,0.7582706766917293,0.46558965221811033,24.866666666666667,100451,15
5,BLCA,CPL_f100,__ALL__,0.9415343405121611,0.8219867851446799,0.42144395365340015,100.33333333333333,100451,15
