cv-folds,dataset,estimator,estimator_details,omics,train_accuracy,test_accuracy,fss_nogueira,fss_lustgarten,fss_jaccard_index,avg_features,all_features,runs,estimator_alt_name
5,LUSC,Lasso_f23,"MyLasso(C=0.95703125, max_iter=2000)",mirna,0.8277522566806685,0.8277682157200229,0.4816841423351076,0.5141173890279072,0.331002570857291,20.266666666666666,895,15,Lasso_low
5,LUSC,Lasso_f100,"MyLasso(C=0.98291015625, max_iter=2000)",mirna,0.8674257455238776,0.8230349971313827,0.4847569993580545,0.4625657336426015,0.3650350350945874,85.66666666666667,895,15,Lasso_mid
5,LUSC,Lasso_f184,"MyLasso(C=0.9927978515625, max_iter=2000)",mirna,0.9720892543271664,0.7855039204436794,0.3832289913818985,0.31273426288373,0.3416284252609534,181.8,895,15,Lasso_high
5,LUSC,SVM_f23,"LinearSVC(C=0.06014658203124999, dual=False, max_iter=200000, penalty='l1')",mutation,0.8277522566806685,0.8277682157200229,0.4153252117462033,0.4624184166627206,0.2646777712229242,26.066666666666663,18499,15,SVM_low
5,LUSC,SVM_f100,"LinearSVC(C=0.1042051513671875, dual=False, max_iter=200000, penalty='l1')",mutation,0.8696213543063127,0.8245744884299101,0.4580758996413641,0.4738958815718046,0.300297574310206,85.4,18499,15,SVM_mid
5,LUSC,SVM_f184,"LinearSVC(C=0.2627427734375, dual=False, max_iter=200000, penalty='l1')",mutation,0.9936199243304435,0.7918722509083955,0.4053670771653904,0.4187101620290909,0.2589318943110102,170.26666666666668,18499,15,SVM_high
5,LUSC,LR_f23,"LogisticRegression(C=0.2397066101074219, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,0.8279518574790717,0.8269745649263721,0.4251622766032219,0.4719769921216524,0.2724430173019312,25.466666666666665,18499,15,LR_low
5,LUSC,LR_f100,"LogisticRegression(C=0.48047265625, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,0.9082962433342272,0.8189998087588449,0.4620676628528287,0.4767665458290178,0.3038430958035599,89.93333333333334,18499,15,LR_mid
5,LUSC,LR_f184,"LogisticRegression(C=2.825958251953125, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,0.9998003992015968,0.7878466245936125,0.4172105085612391,0.4323838112560536,0.2683472646908866,167.46666666666667,18499,15,LR_high
5,LUSC,Lasso_f23,"MyLasso(C=0.9873046875, max_iter=2000)",mutation,0.8277522566806685,0.8277682157200229,0.378196559506068,0.4162997826579698,0.2348358987853764,22.066666666666663,18499,15,Lasso_low
5,LUSC,Lasso_f100,"MyLasso(C=0.9928359985351562, max_iter=2000)",mutation,0.8660321148747282,0.8261617900172117,0.4463432375493366,0.4570136403702072,0.2906987577716375,88.6,18499,15,Lasso_mid
5,LUSC,Lasso_f184,"MyLasso(C=0.995880126953125, max_iter=2000)",mutation,0.9611219352340096,0.8150124306750813,0.4163143726017198,0.422762772447223,0.2678019706884694,169.73333333333332,18499,15,Lasso_high
5,LUSC,SVM_f23,"LinearSVC(C=0.0053479736328125, dual=False, max_iter=200000, penalty='l1')",rna,0.8277522566806685,0.8277682157200229,0.3663300069872718,0.3975516049963457,0.2268584184509605,20.53333333333333,23524,15,SVM_low
5,LUSC,SVM_f100,"LinearSVC(C=0.012640216064453124, dual=False, max_iter=200000, penalty='l1')",rna,0.8863675633807013,0.8157965194109772,0.3425807322756377,0.3539006743343283,0.2093512043750606,96.26666666666668,23524,15,SVM_mid
5,LUSC,SVM_f184,"LinearSVC(C=0.04421577835083008, dual=False, max_iter=200000, penalty='l1')",rna,1.0,0.7479824058137311,0.3111626344988613,0.3155343708863494,0.1886652818612606,187.7333333333333,23524,15,SVM_high
5,LUSC,LR_f23,"LogisticRegression(C=0.015721875, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,0.8277522566806685,0.8277682157200229,0.3654665187336768,0.4126454947178054,0.227350555183658,17.333333333333332,23524,15,LR_low
5,LUSC,LR_f100,"LogisticRegression(C=0.044707775878906245, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,0.8738034379003188,0.8165710460891183,0.3476706715632255,0.3619911277109265,0.2128472050937842,95.66666666666669,23524,15,LR_mid
5,LUSC,LR_f184,"LogisticRegression(C=0.10261855468749997, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,0.993024101051628,0.7814878561866514,0.3693697421340868,0.3789190150342924,0.2306908313563452,185.06666666666663,23524,15,LR_high
5,LUSC,Lasso_f23,"MyLasso(C=0.883544921875, max_iter=2000)",rna,0.8277522566806685,0.8277682157200229,0.4154092661319002,0.4590949656144089,0.2648513461030399,19.53333333333333,23524,15,Lasso_low
5,LUSC,Lasso_f100,"MyLasso(C=0.9383544921875, max_iter=2000)",rna,0.8654327166562398,0.8213998852553069,0.3266010999718607,0.338167041153731,0.1978808753277328,94.8,23524,15,Lasso_mid
5,LUSC,Lasso_f184,"MyLasso(C=0.9658203125, max_iter=2000)",rna,0.982260553519826,0.7894530502964238,0.3185375614539917,0.324465863760931,0.1937546179040222,185.06666666666663,23524,15,Lasso_high
5,PAAD,SVM_f7,"LinearSVC(C=0.00547001953125, dual=False, max_iter=200000, penalty='l1')",__ALL__,0.7177643097643097,0.6666666666666666,0.4071881166354241,0.4530610823488248,0.2690885040885041,5.8,93325,15,SVM_low
5,PAAD,SVM_f30,"LinearSVC(C=0.015538806152343751, dual=False, max_iter=200000, penalty='l1')",__ALL__,0.9435488215488216,0.7446666666666667,0.4194280251904672,0.4478144500122973,0.2675652426512985,27.6,93325,15,SVM_mid
5,PAAD,SVM_f54,"LinearSVC(C=0.027438281249999998, dual=False, max_iter=200000, penalty='l1')",__ALL__,0.995979797979798,0.7933333333333333,0.3986898460081712,0.415567928511856,0.250555968524343,44.73333333333333,93325,15,SVM_high
5,PAAD,LR_f7,"LogisticRegression(C=0.019627343749999998, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,0.7097037037037037,0.6718888888888889,0.4883023703873563,0.580079029165019,0.3344005994005994,6.533333333333333,93325,15,LR_low
5,PAAD,LR_f30,"LogisticRegression(C=0.0571733376532269, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,0.926094276094276,0.742111111111111,0.44105808308817,0.4934962362938898,0.2876138118864846,29.33333333333333,93325,15,LR_mid
5,PAAD,LR_f54,"LogisticRegression(C=0.09357953033447265, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,0.9811919191919192,0.7824444444444445,0.4170083745976454,0.4535499865639163,0.2667597961654804,45.6,93325,15,LR_high
5,PAAD,Lasso_f7,"MyLasso(C=0.5625, max_iter=2000)",__ALL__,0.7312188552188552,0.656,0.374241013224064,0.4508277401266188,0.2394967202110059,6.666666666666667,93325,15,Lasso_low
5,PAAD,Lasso_f30,"MyLasso(C=0.82421875, max_iter=2000)",__ALL__,0.9361952861952862,0.7368888888888889,0.4513294724375877,0.4902449032606694,0.294589641111864,26.6,93325,15,Lasso_mid
5,PAAD,Lasso_f54,"MyLasso(C=0.9111328125, max_iter=2000)",__ALL__,0.9973131313131312,0.7854444444444445,0.4247708640347207,0.4361407578257264,0.2720993534311371,49.0,93325,15,Lasso_high
5,PAAD,SVM_f7,"LinearSVC(C=0.03134375, dual=False, max_iter=200000, penalty='l1')",cnv,0.6485454545454545,0.559,0.5047106361092351,0.6264105051155634,0.3501217565503279,6.0,57964,15,SVM_low
5,PAAD,SVM_f30,"LinearSVC(C=0.09409059753417967, dual=False, max_iter=200000, penalty='l1')",cnv,0.8481548821548821,0.6265555555555555,0.3830173302765994,0.4410771442860456,0.2406806422183173,36.266666666666666,57964,15,SVM_mid
5,PAAD,SVM_f54,"LinearSVC(C=0.1240986328125, dual=False, max_iter=200000, penalty='l1')",cnv,0.9093063973063972,0.6318888888888889,0.3774909899847691,0.420083733265722,0.2358777160042047,48.6,57964,15,SVM_high
5,PAAD,LR_f7,"LogisticRegression(C=0.125075, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",cnv,0.6478720538720539,0.559,0.460451454427925,0.5605646009697786,0.3085956635956636,5.666666666666667,57964,15,LR_low
5,PAAD,LR_f30,"LogisticRegression(C=0.35271502711385844, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",cnv,0.8394343434343434,0.64,0.3800284995752141,0.4325144374961857,0.2387716943474151,34.0,57964,15,LR_mid
5,PAAD,LR_f54,"LogisticRegression(C=0.5336132690717932, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",cnv,0.9247542087542088,0.6346666666666667,0.4016059220327921,0.4264931859868245,0.2549078676546495,54.46666666666667,57964,15,LR_high
5,PAAD,Lasso_f7,"MyLasso(C=0.94647216796875, max_iter=2000)",cnv,0.6444915824915826,0.6102222222222222,0.3222886590595978,0.4123439770071176,0.197627707648716,7.533333333333333,57964,15,Lasso_low
5,PAAD,Lasso_f30,"MyLasso(C=0.97607421875, max_iter=2000)",cnv,0.8750370370370371,0.6346666666666667,0.3794233744538736,0.414394995139182,0.2356656257854872,36.13333333333333,57964,15,Lasso_mid
5,PAAD,Lasso_f54,"MyLasso(C=0.983154296875, max_iter=2000)",cnv,0.9475757575757576,0.6132222222222222,0.3771930629566717,0.4017676512152728,0.234061561665958,55.13333333333333,57964,15,Lasso_high
5,PAAD,SVM_f7,"LinearSVC(C=0.025485546875, dual=False, max_iter=200000, penalty='l1')",mirna,0.7641616161616162,0.6965555555555556,0.5336313757366389,0.5938052206119433,0.3820211070974008,10.133333333333333,612,15,SVM_low
5,PAAD,SVM_f30,"LinearSVC(C=0.0655166015625, dual=False, max_iter=200000, penalty='l1')",mirna,0.9032121212121212,0.6803333333333333,0.5033977090567843,0.498383903336056,0.3625053526465839,32.4,612,15,SVM_mid
5,PAAD,SVM_f54,"LinearSVC(C=0.43751249999999997, dual=False, max_iter=200000, penalty='l1')",mirna,1.0,0.6667777777777778,0.4138793102997121,0.3881220726885235,0.3111180310596345,61.73333333333333,612,15,SVM_high
5,PAAD,LR_f7,"LogisticRegression(C=0.0860203125, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mirna,0.7392861952861953,0.6966666666666667,0.5842219658794243,0.6493694851678045,0.4264527559275458,8.666666666666666,612,15,LR_low
5,PAAD,LR_f30,"LogisticRegression(C=0.28129375, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mirna,0.9146397306397308,0.6803333333333333,0.5105559116915229,0.5130889893361267,0.369157191626254,32.46666666666667,612,15,LR_mid
5,PAAD,LR_f54,"LogisticRegression(C=2.83203125, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mirna,1.0,0.6694444444444444,0.4620851067029611,0.4316960456815754,0.3493405907803275,61.333333333333336,612,15,LR_high
5,PAAD,Lasso_f7,"MyLasso(C=0.890625, max_iter=2000)",mirna,0.7540740740740741,0.6938888888888889,0.5428562619133879,0.6057450252828405,0.3891049574452935,8.6,612,15,Lasso_low
5,PAAD,Lasso_f30,"MyLasso(C=0.958984375, max_iter=2000)",mirna,0.8938047138047138,0.6666666666666666,0.4894966044797266,0.4864170056737428,0.3499931348259864,31.8,612,15,Lasso_mid
5,PAAD,Lasso_f54,"MyLasso(C=0.982421875, max_iter=2000)",mirna,0.99596632996633,0.6751111111111111,0.4302395475805161,0.4048407996833439,0.3206284275229141,58.0,612,15,Lasso_high
5,PAAD,SVM_f7,"LinearSVC(C=0.15631875, dual=False, max_iter=200000, penalty='l1')",mutation,0.8044646464646464,0.7962222222222223,0.4870196031074641,0.557119071362128,0.336016539769304,9.066666666666666,12391,15,SVM_low
5,PAAD,SVM_f30,"LinearSVC(C=0.24626657714843747, dual=False, max_iter=200000, penalty='l1')",mutation,0.8595420875420875,0.7907777777777778,0.44722646867164,0.4790606455421484,0.2899074603840364,24.133333333333333,12391,15,SVM_mid
5,PAAD,SVM_f54,"LinearSVC(C=0.578125, dual=False, max_iter=200000, penalty='l1')",mutation,1.0,0.7478888888888889,0.3961835071825594,0.4768905661208413,0.2554975013553953,80.26666666666667,12391,15,SVM_high
5,PAAD,LR_f7,"LogisticRegression(C=0.625, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,0.8064781144781145,0.7934444444444445,0.4906353223103343,0.5649996585632473,0.337851141765339,9.0,12391,15,LR_low
5,PAAD,LR_f30,"LogisticRegression(C=0.999755859375, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,0.8797306397306397,0.7854444444444445,0.4422601369130312,0.4772856389996722,0.2864478029256103,23.266666666666666,12391,15,LR_mid
5,PAAD,LR_f54,"LogisticRegression(C=4.046630859375, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,1.0,0.7534444444444445,0.4295162385457014,0.5162154427142798,0.2791591704119523,66.53333333333333,12391,15,LR_high
5,PAAD,Lasso_f7,"MyLasso(C=0.983642578125, max_iter=2000)",mutation,0.8037912457912458,0.7934444444444445,0.4574470508859674,0.5177951460781165,0.3077838501367913,8.466666666666667,12391,15,Lasso_low
5,PAAD,Lasso_f30,"MyLasso(C=0.990234375, max_iter=2000)",mutation,0.8931649831649832,0.7907777777777778,0.4451838183560168,0.4713806303858729,0.2902333849623181,25.73333333333333,12391,15,Lasso_mid
5,PAAD,Lasso_f54,"MyLasso(C=0.9952812194824219, max_iter=2000)",mutation,1.0,0.7558888888888889,0.3935525529663543,0.4251490188706046,0.2516806387611933,51.266666666666666,12391,15,Lasso_high
5,PAAD,SVM_f7,"LinearSVC(C=0.00547001953125, dual=False, max_iter=200000, penalty='l1')",rna,0.7177643097643097,0.6666666666666666,0.4163787319961431,0.4701598016451375,0.2793544286401429,5.533333333333333,22348,15,SVM_low
5,PAAD,SVM_f30,"LinearSVC(C=0.016698242187499997, dual=False, max_iter=200000, penalty='l1')",rna,0.9516094276094276,0.7554444444444445,0.3993886480338613,0.4285755881203413,0.2515671697429188,29.866666666666667,22348,15,SVM_mid
5,PAAD,SVM_f54,"LinearSVC(C=0.03134375, dual=False, max_iter=200000, penalty='l1')",rna,0.9993265993265992,0.7985555555555556,0.4070887490886914,0.4226486801508963,0.257935743229813,46.06666666666667,22348,15,SVM_high
5,PAAD,LR_f7,"LogisticRegression(C=0.019627343749999998, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,0.709030303030303,0.6747777777777778,0.5054866855855361,0.6249291296973416,0.361733953876811,5.933333333333334,22348,15,LR_low
5,PAAD,LR_f30,"LogisticRegression(C=0.05087109375, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,0.9046127946127946,0.7394444444444445,0.4517312732882509,0.4906398056715754,0.2961564873172487,28.73333333333333,22348,15,LR_mid
5,PAAD,LR_f54,"LogisticRegression(C=0.09383124999999999, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,0.983878787878788,0.7826666666666667,0.40953597947003,0.454328611417619,0.2605347309464336,46.53333333333333,22348,15,LR_high
5,PAAD,Lasso_f7,"MyLasso(C=0.5625, max_iter=2000)",rna,0.7291986531986532,0.6586666666666666,0.3827374405608628,0.453220553977413,0.2480754166468452,6.466666666666667,22348,15,Lasso_low
5,PAAD,Lasso_f30,"MyLasso(C=0.8251953125, max_iter=2000)",rna,0.9335016835016836,0.7501111111111111,0.4461936466813269,0.4947738353179856,0.2916351124268347,26.066666666666663,22348,15,Lasso_mid
5,PAAD,Lasso_f54,"MyLasso(C=0.91650390625, max_iter=2000)",rna,0.9993265993265992,0.7882222222222223,0.4108811153710618,0.4257549392160598,0.2624911322059468,51.93333333333333,22348,15,Lasso_high
5,PRAD,SVM_f23,"LinearSVC(C=0.008155029296875, dual=False, max_iter=200000, penalty='l1')",__ALL__,0.9037734780556866,0.8894610057211683,0.5657300191344734,0.6104186824149539,0.3979002405234921,20.4,91984,15,SVM_low
5,PRAD,SVM_f98,"LinearSVC(C=0.02792646484375, dual=False, max_iter=200000, penalty='l1')",__ALL__,0.9870995752713544,0.8886781090033122,0.3899493106794903,0.4100071020437335,0.2433264699155464,88.13333333333334,91984,15,SVM_mid
5,PRAD,SVM_f179,"LinearSVC(C=92.8095703125, dual=False, max_iter=200000, penalty='l1')",__ALL__,1.0,0.8845528455284553,0.384734305181315,0.3982532306849934,0.2395505182509291,177.06666666666666,91984,15,SVM_high
5,PRAD,LR_f23,"LogisticRegression(C=0.029391015624999996, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,0.9076608463111532,0.897681421258657,0.6193338964455027,0.6824893733471327,0.4532164186899825,17.666666666666668,91984,15,LR_low
5,PRAD,LR_f98,"LogisticRegression(C=0.14502950439453124, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,0.996517225106182,0.8886881461407207,0.4183065907911312,0.4488064963024978,0.2660038002264904,87.26666666666667,91984,15,LR_mid
5,PRAD,LR_f179,"LogisticRegression(C=0.4452525472702051, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,1.0,0.8812405901836796,0.4128939154913689,0.4453987573571246,0.2611354589520111,124.8,91984,15,LR_high
5,PRAD,Lasso_f23,"MyLasso(C=0.9111328125, max_iter=2000)",__ALL__,0.8982457133868177,0.891920104386229,0.5257034299586982,0.5748841368213454,0.3596439886321305,22.133333333333333,91984,15,Lasso_low
5,PRAD,Lasso_f98,"MyLasso(C=0.95977783203125, max_iter=2000)",__ALL__,0.947586597451628,0.8919401786610459,0.422659249605839,0.4372417656150245,0.2693382293238421,90.93333333333334,91984,15,Lasso_mid
5,PRAD,Lasso_f179,"MyLasso(C=0.977294921875, max_iter=2000)",__ALL__,0.988943212207016,0.8878651008732309,0.3875562546841468,0.3965201647379376,0.24179724364802,165.6,91984,15,Lasso_high
5,PRAD,SVM_f23,"LinearSVC(C=0.054776562499999994, dual=False, max_iter=200000, penalty='l1')",cnv,0.8826798804467516,0.8763725785406002,0.3025762067873693,0.3557799866905776,0.1848974239143608,23.33333333333333,57925,15,SVM_low
5,PRAD,SVM_f98,"LinearSVC(C=0.1572951171875, dual=False, max_iter=200000, penalty='l1')",cnv,0.9635545068428504,0.8640570109404797,0.3403053501828843,0.3603916351441532,0.2075838287458372,109.33333333333331,57925,15,SVM_mid
5,PRAD,SVM_f179,"LinearSVC(C=0.7500000186555553, dual=False, max_iter=200000, penalty='l1')",cnv,1.0,0.8624309946803171,0.3483750860886722,0.3663299968666743,0.2129727975516254,184.2,57925,15,SVM_high
5,PRAD,LR_f23,"LogisticRegression(C=0.20098754882812497, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",cnv,0.8834991348120182,0.8739134798755395,0.3129195328554711,0.389957622890082,0.1911356118779311,22.53333333333333,57925,15,LR_low
5,PRAD,LR_f98,"LogisticRegression(C=0.654541015625, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",cnv,0.9707201510146296,0.8607748670079293,0.3641387413600013,0.389225773742989,0.2254197928984896,102.6,57925,15,LR_mid
5,PRAD,LR_f179,"LogisticRegression(C=3.0514967808787787, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",cnv,1.0,0.8607748670079293,0.3612421256118669,0.4017288046318693,0.2220754763306891,192.2,57925,15,LR_high
5,PRAD,Lasso_f23,"MyLasso(C=0.984375, max_iter=2000)",cnv,0.8824747522416234,0.8779985948007628,0.3439744261795847,0.3980358959036355,0.2105063583755637,19.866666666666667,57925,15,Lasso_low
5,PRAD,Lasso_f98,"MyLasso(C=0.9945006370544434, max_iter=2000)",cnv,0.9479949661790152,0.8698384020877246,0.3566287578951662,0.3760036484886553,0.2192703026350374,104.0,57925,15,Lasso_mid
5,PRAD,Lasso_f179,"MyLasso(C=0.99725341796875, max_iter=2000)",cnv,0.9909900896649364,0.8665863695673993,0.3507018326665502,0.3617064717788323,0.2148836305906755,187.8,57925,15,Lasso_high
5,PRAD,SVM_f23,"LinearSVC(C=0.029391015624999996, dual=False, max_iter=200000, penalty='l1')",mirna,0.8822708824917415,0.8804476563284152,0.5784450063211124,0.6059431589725995,0.4273902094224315,20.0,585,15,SVM_low
5,PRAD,SVM_f98,"LinearSVC(C=0.25005, dual=False, max_iter=200000, penalty='l1')",mirna,0.9987711184521,0.8649001304827862,0.3779337423042611,0.3168763038348222,0.3284705081934042,109.0,585,15,SVM_mid
5,PRAD,SVM_f179,"LinearSVC(C=98.34776343919452, dual=False, max_iter=200000, penalty='l1')",mirna,1.0,0.8264378199337549,0.3275516293295037,0.2321962334532386,0.3672896889333702,181.86666666666667,585,15,SVM_high
5,PRAD,LR_f23,"LogisticRegression(C=0.11531132812499999, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mirna,0.8904596507786692,0.8820837097259862,0.5802874063874881,0.6097940872646659,0.4270414220019753,20.066666666666663,585,15,LR_low
5,PRAD,LR_f98,"LogisticRegression(C=0.9999999999708962, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mirna,0.998770489224477,0.8706212988055806,0.4247519943670432,0.3687577031172744,0.3548254957442899,99.73333333333332,585,15,LR_mid
5,PRAD,LR_f179,"LogisticRegression(C=13.327389689226266, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mirna,1.0,0.8460202750175649,0.374359117657174,0.2767410941766366,0.3962456878785513,180.26666666666668,585,15,LR_high
5,PRAD,Lasso_f23,"MyLasso(C=0.97412109375, max_iter=2000)",mirna,0.8820663835142363,0.8804476563284152,0.5703601768699081,0.5988820925663031,0.4166376568019784,20.133333333333333,585,15,Lasso_low
5,PRAD,Lasso_f98,"MyLasso(C=0.9921875, max_iter=2000)",mirna,0.9543451313512664,0.8812405901836796,0.4648549763938439,0.3927813797921179,0.390936038496696,105.33333333333331,585,15,Lasso_mid
5,PRAD,Lasso_f179,"MyLasso(C=0.9962158203125, max_iter=2000)",mirna,0.9907855906874312,0.8788116029308441,0.3852750124214295,0.2756430473394622,0.3975161551411889,174.13333333333333,585,15,Lasso_high
5,PRAD,SVM_f23,"LinearSVC(C=0.171940625, dual=False, max_iter=200000, penalty='l1')",mutation,0.8902501179801793,0.8771655123958647,0.4466993846276034,0.4833093239898695,0.3000615710445823,26.53333333333333,11701,15,SVM_low
5,PRAD,SVM_f98,"LinearSVC(C=0.3525995827972715, dual=False, max_iter=200000, penalty='l1')",mutation,0.959871008337266,0.8664859981933153,0.3937881187385342,0.4293613232660023,0.2484263363352198,107.6,11701,15,SVM_mid
5,PRAD,SVM_f179,"LinearSVC(C=0.75, dual=False, max_iter=200000, penalty='l1')",mutation,1.0,0.8615376894509685,0.3420628615290929,0.3787642427438208,0.2115018499803469,159.0,11701,15,SVM_high
5,PRAD,LR_f23,"LogisticRegression(C=0.69970703125, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,0.8916828692779613,0.8755294589982937,0.4499361273997175,0.4869567297449952,0.3025010243808351,26.933333333333334,11701,15,LR_low
5,PRAD,LR_f98,"LogisticRegression(C=0.9999999999708962, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,0.921785118766714,0.8738833684633143,0.458623079808811,0.4827336087840038,0.3020172661301901,47.266666666666666,11701,15,LR_mid
5,PRAD,LR_f179,"LogisticRegression(C=35.102733755853706, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",mutation,1.0,0.8623707718558666,0.3754452141725616,0.4164440540381353,0.2374702813020477,171.0,11701,15,LR_high
5,PRAD,Lasso_f23,"MyLasso(C=0.99554443359375, max_iter=2000)",mutation,0.8900456190026742,0.8779785205259459,0.4461824487425059,0.4837416496757911,0.3006013242794493,26.266666666666666,11701,15,Lasso_low
5,PRAD,Lasso_f98,"MyLasso(C=0.99786376953125, max_iter=2000)",mutation,0.9594620103822558,0.8656830272006424,0.3791292407610028,0.4120429552162765,0.236278924850947,93.33333333333331,11701,15,Lasso_mid
5,PRAD,Lasso_f179,"MyLasso(C=0.9991865158081055, max_iter=2000)",mutation,1.0,0.8533473853257051,0.2997328770119866,0.3288299290657306,0.1825772961168142,163.6,11701,15,Lasso_high
5,PRAD,SVM_f23,"LinearSVC(C=0.0088873046875, dual=False, max_iter=200000, penalty='l1')",rna,0.9076633632216454,0.8927431496537187,0.4990623637881946,0.5417636900397026,0.3358413119013638,21.466666666666665,21769,15,SVM_low
5,PRAD,SVM_f98,"LinearSVC(C=0.029635107421874994, dual=False, max_iter=200000, penalty='l1')",rna,0.989147711184521,0.892773261065944,0.3771357090693336,0.3922716614885001,0.2347360973767784,90.46666666666668,21769,15,SVM_mid
5,PRAD,SVM_f179,"LinearSVC(C=12.9375, dual=False, max_iter=200000, penalty='l1')",rna,1.0,0.8730703603332329,0.3567147935253868,0.3666519863987559,0.2213570182662546,173.4,21769,15,SVM_high
5,PRAD,LR_f23,"LogisticRegression(C=0.03524921874999999, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,0.9076646216768915,0.8943892401886981,0.4745031023647234,0.54829145839351,0.3144468463928738,21.933333333333334,21769,15,LR_low
5,PRAD,LR_f98,"LogisticRegression(C=0.08260181805956526, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,0.9592549944942584,0.8952122854561879,0.4389544665437419,0.4665829648373979,0.2832405156322931,88.06666666666666,21769,15,LR_mid
5,PRAD,LR_f179,"LogisticRegression(C=0.25017344490164556, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",rna,1.0,0.8910870219813309,0.4186608610567049,0.4672817401954438,0.2677753915402185,171.6,21769,15,LR_high
5,PRAD,Lasso_f23,"MyLasso(C=0.9140625, max_iter=2000)",rna,0.9009060877772536,0.891920104386229,0.4797189524653217,0.522691542044042,0.3186545747797442,21.933333333333334,21769,15,Lasso_low
5,PRAD,Lasso_f98,"MyLasso(C=0.95947265625, max_iter=2000)",rna,0.9457435897435896,0.8927632239285356,0.4133029871976311,0.4264452248547621,0.2631545282684693,89.66666666666667,21769,15,Lasso_mid
5,PRAD,Lasso_f179,"MyLasso(C=0.9773101806640625, max_iter=2000)",rna,0.9883284568192544,0.8862190103382516,0.3769559844735016,0.3816242441168017,0.2364668062752273,162.2,21769,15,Lasso_high
5,SARC,SVM_f7,"LinearSVC(C=0.004211421203613281, dual=False, max_iter=200000, penalty='l1')",__ALL__,0.6441848184818482,0.6110769230769231,0.4532760110118788,0.610589690467959,0.3119312169312169,3.466666666666667,91595,15,SVM_low
5,SARC,SVM_f30,"LinearSVC(C=0.011572314453125, dual=False, max_iter=200000, penalty='l1')",__ALL__,0.9332079207920791,0.700923076923077,0.4249627528850783,0.4420263147752881,0.2722345604199241,30.666666666666668,91595,15,SVM_mid
5,SARC,SVM_f56,"LinearSVC(C=0.028170556640624997, dual=False, max_iter=200000, penalty='l1')",__ALL__,1.0,0.721948717948718,0.3857122260245847,0.3975942468795725,0.2402016225156691,58.53333333333333,91595,15,SVM_high
5,SARC,LR_f7,"LogisticRegression(C=0.01669698064328986, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,0.6435115511551155,0.6136410256410256,0.4335604600334697,0.5583629972177382,0.2939077853363567,3.8,91595,15,LR_low
5,SARC,LR_f30,"LogisticRegression(C=0.043060156249999995, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,0.9225808580858086,0.6954871794871795,0.4646546917069848,0.5011741009470209,0.3064366407895612,30.466666666666665,91595,15,LR_mid
5,SARC,LR_f56,"LogisticRegression(C=0.06990850427202533, max_iter=200000, penalty='l1', random_state=0, solver='liblinear')",__ALL__,0.978158415841584,0.7088205128205128,0.4108481628998848,0.4413647410285428,0.2600623632966868,49.8,91595,15,LR_high
5,SARC,Lasso_f7,"MyLasso(C=0.46875625, max_iter=2000)",__ALL__,0.6501386138613862,0.6162051282051282,0.3963934250224734,0.466202255962887,0.255981240981241,5.333333333333333,91595,15,Lasso_low
